Time Serie,,,EU/US,EU change %,EU c change %,,,UK/US,UK change %,UK c change %,,,INDIA/US,INDIAchange %,INDIA c change %,,,SRLNK/US,SRLNK change %,SRLNK c change %
2/4/09,,,0.7778,1.20%,-18.83%,,,0.691,-0.53%,15.85%,,,48.68,0.64%,12.61%,,,113.88,0.00%,46.62%
2/5/09,,,0.7789,0.14%,-18.69%,,,0.6834,-1.10%,14.75%,,,48.72,0.08%,12.69%,,,113.85,-0.03%,46.59%
2/6/09,,,0.7768,-0.27%,-18.96%,,,0.6768,-0.97%,13.79%,,,48.61,-0.23%,12.47%,,,113.97,0.11%,46.70%
2/9/09,,,0.7655,-1.45%,-20.41%,,,0.6695,-1.08%,12.71%,,,48.52,-0.19%,12.28%,,,113.97,0.00%,46.70%
2/10/09,,,0.7712,0.74%,-19.67%,,,0.6847,2.27%,14.98%,,,48.68,0.33%,12.61%,,,113.88,-0.08%,46.62%
2/11/09,,,0.7756,0.57%,-19.10%,,,0.696,1.65%,16.63%,,,48.78,0.21%,12.82%,,,113.9,0.02%,46.64%
2/12/09,,,0.7799,0.55%,-18.54%,,,0.7019,0.85%,17.48%,,,48.7,-0.16%,12.65%,,,113.92,0.02%,46.65%
2/13/09,,,0.7765,-0.44%,-18.98%,,,0.6934,-1.21%,16.27%,,,48.58,-0.25%,12.41%,,,113.95,0.03%,46.68%
2/17/09,,,0.7955,2.45%,-16.53%,,,0.703,1.38%,17.65%,,,49.6,2.10%,14.51%,,,114.15,0.18%,46.86%
2/18/09,,,0.797,0.19%,-16.34%,,,0.7025,-0.07%,17.58%,,,49.84,0.48%,14.99%,,,114,-0.13%,46.72%
2/19/09,,,0.789,-1.00%,-17.35%,,,0.699,-0.50%,17.08%,,,49.73,-0.22%,14.77%,,,114.1,0.09%,46.81%
2/20/09,,,0.788,-0.13%,-17.47%,,,0.6977,-0.19%,16.90%,,,49.71,-0.04%,14.73%,,,114.1,0.00%,46.81%
2/23/09,,,0.7845,-0.44%,-17.92%,,,0.6871,-1.52%,15.38%,,,49.46,-0.50%,14.23%,,,114.1,0.00%,46.81%
2/24/09,,,0.7848,0.04%,-17.88%,,,0.6941,1.02%,16.40%,,,49.75,0.59%,14.81%,,,114.37,0.24%,47.05%
2/25/09,,,0.7855,0.09%,-17.79%,,,0.701,0.99%,17.39%,,,49.95,0.40%,15.21%,,,114.8,0.38%,47.42%
2/26/09,,,0.7835,-0.25%,-18.04%,,,0.6973,-0.53%,16.86%,,,50.32,0.74%,15.95%,,,115.1,0.26%,47.69%
2/27/09,,,0.7898,0.80%,-17.24%,,,0.7005,0.46%,17.32%,,,50.88,1.11%,17.07%,,,114.13,-0.84%,46.84%
3/2/09,,,0.7949,0.65%,-16.59%,,,0.7148,2.04%,19.36%,,,51.8,1.81%,18.88%,,,114.23,0.09%,46.93%
3/3/09,,,0.7969,0.25%,-16.34%,,,0.7126,-0.31%,19.05%,,,51.96,0.31%,19.18%,,,114.17,-0.05%,46.88%
3/4/09,,,0.7932,-0.46%,-16.81%,,,0.7071,-0.77%,18.28%,,,51.53,-0.83%,18.36%,,,114.17,0.00%,46.88%
3/5/09,,,0.7959,0.34%,-16.47%,,,0.708,0.13%,18.41%,,,51.6,0.14%,18.49%,,,114.15,-0.02%,46.86%
3/6/09,,,0.789,-0.87%,-17.33%,,,0.7087,0.10%,18.51%,,,51.68,0.16%,18.65%,,,114.2,0.04%,46.90%
3/9/09,,,0.7914,0.30%,-17.03%,,,0.7269,2.57%,21.08%,,,51.91,0.45%,19.09%,,,114.5,0.26%,47.17%
3/10/09,,,0.7842,-0.91%,-17.94%,,,0.7225,-0.61%,20.47%,,,51.35,-1.08%,18.01%,,,113.9,-0.52%,46.64%
3/11/09,,,0.7828,-0.18%,-18.12%,,,0.7257,0.44%,20.91%,,,50.98,-0.72%,17.29%,,,114.2,0.26%,46.91%
3/12/09,,,0.7813,-0.19%,-18.31%,,,0.7241,-0.22%,20.69%,,,51.69,1.39%,18.69%,,,114.5,0.26%,47.17%
3/13/09,,,0.7757,-0.72%,-19.03%,,,0.7157,-1.16%,19.53%,,,51.54,-0.29%,18.40%,,,113.9,-0.52%,46.65%
3/16/09,,,0.7694,-0.81%,-19.84%,,,0.7097,-0.84%,18.70%,,,51.31,-0.45%,17.95%,,,114.15,0.22%,46.86%
3/17/09,,,0.7709,0.19%,-19.64%,,,0.7134,0.52%,19.22%,,,51.42,0.21%,18.16%,,,114.15,0.00%,46.86%
3/18/09,,,0.7628,-1.05%,-20.69%,,,0.7156,0.31%,19.53%,,,51.22,-0.39%,17.78%,,,114.13,-0.02%,46.85%
3/19/09,,,0.7283,-4.52%,-25.22%,,,0.6857,-4.18%,15.35%,,,50.21,-1.97%,15.80%,,,114.07,-0.05%,46.79%
3/20/09,,,0.7371,1.21%,-24.01%,,,0.6928,1.04%,16.38%,,,50.51,0.60%,16.40%,,,113.88,-0.17%,46.63%
3/23/09,,,0.737,-0.01%,-24.02%,,,0.6898,-0.43%,15.95%,,,50.38,-0.26%,16.14%,,,113.93,0.04%,46.67%
3/24/09,,,0.7394,0.33%,-23.70%,,,0.6789,-1.58%,14.37%,,,50.4,0.04%,16.18%,,,114.03,0.09%,46.76%
3/25/09,,,0.7386,-0.11%,-23.80%,,,0.6856,0.99%,15.36%,,,50.5,0.20%,16.38%,,,114.03,0.00%,46.76%
3/26/09,,,0.7375,-0.15%,-23.95%,,,0.6898,0.61%,15.97%,,,50.4,-0.20%,16.18%,,,114.1,0.06%,46.82%
3/27/09,,,0.7515,1.90%,-22.05%,,,0.6981,1.20%,17.17%,,,50.46,0.12%,16.30%,,,115.05,0.83%,47.65%
3/30/09,,,0.7607,1.22%,-20.83%,,,0.7068,1.25%,18.42%,,,51.12,1.31%,17.61%,,,115.1,0.04%,47.70%
3/31/09,,,0.7541,-0.87%,-21.70%,,,0.6993,-1.06%,17.36%,,,50.87,-0.49%,17.12%,,,115.7,0.52%,48.22%
4/1/09,,,0.7563,0.29%,-21.41%,,,0.6943,-0.72%,16.64%,,,50.48,-0.77%,16.35%,,,115.88,0.16%,48.37%
4/2/09,,,0.7431,-1.75%,-23.15%,,,0.6803,-2.02%,14.63%,,,50.22,-0.52%,15.84%,,,115.9,0.02%,48.39%
4/3/09,,,0.7437,0.08%,-23.07%,,,0.6756,-0.69%,13.93%,,,49.91,-0.62%,15.22%,,,115.93,0.03%,48.42%
4/6/09,,,0.7483,0.62%,-22.45%,,,0.6797,0.61%,14.54%,,,50.01,0.20%,15.42%,,,115.72,-0.18%,48.24%
4/7/09,,,0.7529,0.61%,-21.84%,,,0.6782,-0.22%,14.32%,,,50,-0.02%,15.40%,,,115.7,-0.02%,48.22%
4/8/09,,,0.7526,-0.04%,-21.88%,,,0.6806,0.35%,14.67%,,,50.28,0.56%,15.96%,,,115.7,0.00%,48.22%
4/9/09,,,0.7605,1.05%,-20.83%,,,0.6839,0.48%,15.16%,,,49.82,-0.92%,15.05%,,,115.7,0.00%,48.22%
4/10/09,,,0.7609,0.05%,-20.78%,,,0.6833,-0.09%,15.07%,,,49.78,-0.08%,14.97%,,,115.7,0.00%,48.22%
4/13/09,,,0.7488,-1.59%,-22.37%,,,0.6743,-1.32%,13.75%,,,49.77,-0.02%,14.95%,,,115.7,0.00%,48.22%
4/14/09,,,0.7532,0.59%,-21.78%,,,0.6708,-0.52%,13.24%,,,49.62,-0.30%,14.65%,,,115.7,0.00%,48.22%
4/15/09,,,0.7586,0.72%,-21.06%,,,0.6671,-0.55%,12.68%,,,49.55,-0.14%,14.51%,,,115.65,-0.04%,48.18%
4/16/09,,,0.7577,-0.12%,-21.18%,,,0.6707,0.54%,13.22%,,,49.63,0.16%,14.67%,,,115.7,0.04%,48.22%
4/17/09,,,0.7675,1.29%,-19.89%,,,0.6767,0.89%,14.12%,,,49.8,0.34%,15.01%,,,115.85,0.13%,48.35%
4/20/09,,,0.775,0.98%,-18.91%,,,0.6881,1.68%,15.80%,,,49.78,-0.04%,14.97%,,,117,0.99%,49.34%
4/21/09,,,0.7705,-0.58%,-19.49%,,,0.6808,-1.06%,14.74%,,,50.45,1.35%,16.31%,,,119.05,1.75%,51.09%
4/22/09,,,0.7685,-0.26%,-19.75%,,,0.6898,1.32%,16.06%,,,50.2,-0.50%,15.82%,,,119.8,0.63%,51.72%
4/23/09,,,0.7664,-0.27%,-20.02%,,,0.6833,-0.94%,15.12%,,,49.88,-0.64%,15.18%,,,119.85,0.04%,51.76%
4/24/09,,,0.7532,-1.72%,-21.75%,,,0.6804,-0.42%,14.70%,,,49.69,-0.38%,14.80%,,,120.1,0.21%,51.97%
4/27/09,,,0.7613,1.08%,-20.67%,,,0.6813,0.13%,14.83%,,,50.15,0.93%,15.73%,,,120.22,0.10%,52.07%
4/28/09,,,0.7656,0.56%,-20.10%,,,0.6846,0.48%,15.31%,,,50.47,0.64%,16.36%,,,119.9,-0.27%,51.81%
4/29/09,,,0.7505,-1.97%,-22.08%,,,0.6756,-1.31%,14.00%,,,50.05,-0.83%,15.53%,,,120,0.08%,51.89%
4/30/09,,,0.7551,0.61%,-21.46%,,,0.6757,0.01%,14.01%,,,49.7,-0.70%,14.83%,,,120,0.00%,51.89%
5/1/09,,,0.7537,-0.19%,-21.65%,,,0.672,-0.55%,13.47%,,,49.65,-0.10%,14.73%,,,120,0.00%,51.89%
5/4/09,,,0.7482,-0.73%,-22.38%,,,0.6673,-0.70%,12.77%,,,49.75,0.20%,14.93%,,,120,0.00%,51.89%
5/5/09,,,0.7477,-0.07%,-22.45%,,,0.6623,-0.75%,12.02%,,,49.22,-1.07%,13.87%,,,119.98,-0.02%,51.87%
5/6/09,,,0.7511,0.45%,-21.99%,,,0.6639,0.24%,12.26%,,,49.4,0.37%,14.23%,,,118.2,-1.48%,50.39%
5/7/09,,,0.7457,-0.72%,-22.71%,,,0.6658,0.29%,12.55%,,,49.09,-0.63%,13.61%,,,117.1,-0.93%,49.46%
5/8/09,,,0.7411,-0.62%,-23.33%,,,0.6627,-0.47%,12.08%,,,49.13,0.08%,13.69%,,,117.1,0.00%,49.46%
5/11/09,,,0.7342,-0.93%,-24.26%,,,0.6603,-0.36%,11.72%,,,49.44,0.63%,14.32%,,,117.05,-0.04%,49.42%
5/12/09,,,0.7332,-0.14%,-24.39%,,,0.6562,-0.62%,11.10%,,,49.21,-0.47%,13.85%,,,117.35,0.26%,49.67%
5/13/09,,,0.7346,0.19%,-24.20%,,,0.6594,0.49%,11.58%,,,49.58,0.75%,14.61%,,,117.6,0.21%,49.89%
5/14/09,,,0.7349,0.04%,-24.16%,,,0.6581,-0.20%,11.39%,,,49.65,0.14%,14.75%,,,117.4,-0.17%,49.72%
5/15/09,,,0.7386,0.50%,-23.66%,,,0.6569,-0.18%,11.21%,,,49.38,-0.54%,14.20%,,,117.7,0.26%,49.97%
5/18/09,,,0.7406,0.27%,-23.39%,,,0.6532,-0.56%,10.64%,,,47.58,-3.65%,10.56%,,,115,-2.29%,47.68%
5/19/09,,,0.7349,-0.77%,-24.16%,,,0.6451,-1.24%,9.40%,,,47.65,0.15%,10.71%,,,114.98,-0.02%,47.66%
5/20/09,,,0.7265,-1.14%,-25.30%,,,0.6382,-1.07%,8.33%,,,47.3,-0.74%,9.97%,,,114.98,0.00%,47.66%
5/21/09,,,0.7244,-0.29%,-25.59%,,,0.6344,-0.60%,7.74%,,,47.3,0.00%,9.97%,,,114.99,0.01%,47.67%
5/22/09,,,0.714,-1.44%,-27.03%,,,0.6292,-0.82%,6.92%,,,46.95,-0.74%,9.23%,,,114.75,-0.21%,47.46%
5/26/09,,,0.7147,0.10%,-26.93%,,,0.6274,-0.29%,6.63%,,,47.7,1.60%,10.83%,,,114.8,0.04%,47.50%
5/27/09,,,0.7182,0.49%,-26.44%,,,0.6224,-0.80%,5.83%,,,47.61,-0.19%,10.64%,,,114.83,0.03%,47.53%
5/28/09,,,0.7169,-0.18%,-26.62%,,,0.6267,0.69%,6.53%,,,47.5,-0.23%,10.41%,,,114.83,0.00%,47.53%
5/29/09,,,0.7079,-1.26%,-27.87%,,,0.6188,-1.26%,5.26%,,,47.11,-0.82%,9.59%,,,114.8,-0.03%,47.50%
6/1/09,,,0.7046,-0.47%,-28.34%,,,0.608,-1.75%,3.52%,,,46.78,-0.70%,8.89%,,,114.8,0.00%,47.50%
6/2/09,,,0.7008,-0.54%,-28.88%,,,0.6055,-0.41%,3.11%,,,46.84,0.13%,9.02%,,,114.75,-0.04%,47.46%
6/3/09,,,0.7045,0.53%,-28.35%,,,0.6096,0.68%,3.79%,,,46.88,0.09%,9.10%,,,114.85,0.09%,47.55%
6/4/09,,,0.7049,0.06%,-28.30%,,,0.6183,1.43%,5.21%,,,47.19,0.66%,9.76%,,,114.83,-0.02%,47.53%
6/5/09,,,0.7148,1.40%,-26.89%,,,0.6243,0.97%,6.18%,,,47.05,-0.30%,9.47%,,,114.8,-0.03%,47.50%
6/8/09,,,0.7203,0.77%,-26.12%,,,0.6259,0.26%,6.44%,,,47.5,0.96%,10.42%,,,114.8,0.00%,47.50%
6/9/09,,,0.7136,-0.93%,-27.05%,,,0.6147,-1.79%,4.65%,,,47.3,-0.42%,10.00%,,,114.8,0.00%,47.50%
6/10/09,,,0.7152,0.22%,-26.83%,,,0.6122,-0.41%,4.24%,,,47.18,-0.25%,9.75%,,,114.8,0.00%,47.50%
6/11/09,,,0.7096,-0.78%,-27.61%,,,0.6043,-1.29%,2.95%,,,47.49,0.66%,10.40%,,,114.8,0.00%,47.50%
6/12/09,,,0.7123,0.38%,-27.23%,,,0.6052,0.15%,3.10%,,,47.6,0.23%,10.64%,,,114.85,0.04%,47.55%
6/15/09,,,0.7255,1.85%,-25.38%,,,0.6147,1.57%,4.67%,,,47.67,0.15%,10.78%,,,114.85,0.00%,47.55%
6/16/09,,,0.7206,-0.68%,-26.05%,,,0.6081,-1.07%,3.60%,,,47.61,-0.13%,10.66%,,,114.83,-0.02%,47.53%
6/17/09,,,0.722,0.19%,-25.86%,,,0.6138,0.94%,4.53%,,,47.96,0.74%,11.39%,,,114.7,-0.11%,47.42%
6/18/09,,,0.7154,-0.91%,-26.77%,,,0.6109,-0.47%,4.06%,,,48.18,0.46%,11.85%,,,114.81,0.10%,47.51%
6/19/09,,,0.7144,-0.14%,-26.91%,,,0.6047,-1.01%,3.05%,,,48,-0.37%,11.48%,,,114.85,0.03%,47.55%
6/22/09,,,0.7222,1.09%,-25.82%,,,0.6119,1.19%,4.24%,,,48.5,1.04%,12.52%,,,114.81,-0.03%,47.51%
6/23/09,,,0.7125,-1.34%,-27.16%,,,0.6118,-0.02%,4.22%,,,48.45,-0.10%,12.42%,,,114.8,-0.01%,47.50%
6/24/09,,,0.7135,0.14%,-27.02%,,,0.6066,-0.85%,3.37%,,,48.4,-0.10%,12.31%,,,114.8,0.00%,47.50%
6/25/09,,,0.7167,0.45%,-26.57%,,,0.6121,0.91%,4.28%,,,48.5,0.21%,12.52%,,,114.83,0.03%,47.53%
6/26/09,,,0.7114,-0.74%,-27.31%,,,0.6061,-0.98%,3.30%,,,48,-1.03%,11.49%,,,114.83,0.00%,47.53%
6/29/09,,,0.7113,-0.01%,-27.33%,,,0.6049,-0.20%,3.10%,,,48,0.00%,11.49%,,,114.82,-0.01%,47.52%
6/30/09,,,0.7133,0.28%,-27.05%,,,0.6078,0.48%,3.58%,,,47.74,-0.54%,10.95%,,,114.82,0.00%,47.52%
7/1/09,,,0.7049,-1.18%,-28.22%,,,0.6052,-0.43%,3.15%,,,47.75,0.02%,10.97%,,,114.8,-0.02%,47.50%
7/2/09,,,0.7134,1.21%,-27.02%,,,0.6098,0.76%,3.91%,,,47.9,0.31%,11.28%,,,114.85,0.04%,47.55%
7/3/09,,,0.7147,0.18%,-26.84%,,,0.6121,0.38%,4.29%,,,47.8,-0.21%,11.07%,,,114.8,-0.04%,47.50%
7/6/09,,,0.7175,0.39%,-26.44%,,,0.6161,0.65%,4.94%,,,48.5,1.46%,12.54%,,,114.8,0.00%,47.50%
7/7/09,,,0.7161,-0.20%,-26.64%,,,0.6189,0.45%,5.40%,,,48.44,-0.12%,12.41%,,,114.83,0.03%,47.53%
7/8/09,,,0.7219,0.81%,-25.83%,,,0.6239,0.81%,6.20%,,,48.8,0.74%,13.16%,,,114.8,-0.03%,47.50%
7/9/09,,,0.713,-1.23%,-27.06%,,,0.6135,-1.67%,4.54%,,,48.57,-0.47%,12.69%,,,114.75,-0.04%,47.46%
7/10/09,,,0.7181,0.72%,-26.35%,,,0.6179,0.72%,5.26%,,,48.76,0.39%,13.08%,,,114.82,0.06%,47.52%
7/13/09,,,0.7157,-0.33%,-26.68%,,,0.6181,0.03%,5.29%,,,49.16,0.82%,13.90%,,,114.84,0.02%,47.54%
7/14/09,,,0.7158,0.01%,-26.67%,,,0.6137,-0.71%,4.58%,,,48.955,-0.42%,13.48%,,,114.8,-0.03%,47.50%
7/15/09,,,0.7084,-1.03%,-27.70%,,,0.6083,-0.88%,3.70%,,,48.55,-0.83%,12.65%,,,114.72,-0.07%,47.43%
7/16/09,,,0.7085,0.01%,-27.69%,,,0.6091,0.13%,3.83%,,,48.61,0.12%,12.78%,,,114.8,0.07%,47.50%
7/17/09,,,0.7082,-0.04%,-27.73%,,,0.6124,0.54%,4.37%,,,48.56,-0.10%,12.67%,,,114.73,-0.06%,47.44%
7/20/09,,,0.7037,-0.64%,-28.36%,,,0.6063,-1.00%,3.37%,,,48.1,-0.95%,11.73%,,,114.8,0.06%,47.50%
7/21/09,,,0.7044,0.10%,-28.27%,,,0.6091,0.46%,3.83%,,,48.2,0.21%,11.93%,,,114.9,0.09%,47.59%
7/22/09,,,0.7032,-0.17%,-28.44%,,,0.6083,-0.13%,3.70%,,,48.45,0.52%,12.45%,,,114.8,-0.09%,47.50%
7/23/09,,,0.701,-0.31%,-28.75%,,,0.6038,-0.74%,2.96%,,,48.25,-0.41%,12.04%,,,114.85,0.04%,47.55%
7/24/09,,,0.7036,0.37%,-28.38%,,,0.6086,0.79%,3.76%,,,48.16,-0.19%,11.85%,,,114.8,-0.04%,47.50%
7/27/09,,,0.7036,0.00%,-28.38%,,,0.6066,-0.33%,3.43%,,,48.11,-0.10%,11.75%,,,114.8,0.00%,47.50%
7/28/09,,,0.7035,-0.01%,-28.39%,,,0.6069,0.05%,3.48%,,,48.2,0.19%,11.94%,,,114.725,-0.07%,47.44%
7/29/09,,,0.7126,1.29%,-27.10%,,,0.6105,0.59%,4.07%,,,48.25,0.10%,12.04%,,,114.82,0.08%,47.52%
7/30/09,,,0.7109,-0.24%,-27.34%,,,0.6067,-0.62%,3.45%,,,48.35,0.21%,12.25%,,,114.82,0.00%,47.52%
7/31/09,,,0.7003,-1.49%,-28.83%,,,0.5983,-1.38%,2.07%,,,47.91,-0.91%,11.34%,,,114.75,-0.06%,47.46%
8/3/09,,,0.6937,-0.94%,-29.77%,,,0.5898,-1.42%,0.65%,,,47.4,-1.06%,10.27%,,,114.8,0.04%,47.50%
8/4/09,,,0.6944,0.10%,-29.67%,,,0.5906,0.14%,0.78%,,,47.46,0.13%,10.40%,,,114.8,0.00%,47.50%
8/5/09,,,0.6949,0.07%,-29.60%,,,0.589,-0.27%,0.51%,,,47.27,-0.40%,10.00%,,,114.27,-0.46%,47.04%
8/6/09,,,0.6965,0.23%,-29.37%,,,0.5962,1.22%,1.73%,,,47.52,0.53%,10.53%,,,114.82,0.48%,47.52%
8/7/09,,,0.7052,1.25%,-28.12%,,,0.5999,0.62%,2.35%,,,47.72,0.42%,10.95%,,,114.81,-0.01%,47.52%
8/10/09,,,0.7071,0.27%,-27.85%,,,0.6065,1.10%,3.45%,,,47.7,-0.04%,10.91%,,,114.82,0.01%,47.52%
8/11/09,,,0.7072,0.01%,-27.83%,,,0.606,-0.08%,3.37%,,,47.88,0.38%,11.28%,,,114.81,-0.01%,47.52%
8/12/09,,,0.7035,-0.52%,-28.36%,,,0.6047,-0.21%,3.16%,,,48.22,0.71%,11.99%,,,114.81,0.00%,47.52%
8/13/09,,,0.7001,-0.48%,-28.84%,,,0.6031,-0.26%,2.89%,,,48.11,-0.23%,11.77%,,,114.69,-0.10%,47.41%
8/14/09,,,0.7034,0.47%,-28.37%,,,0.605,0.32%,3.21%,,,48.18,0.15%,11.91%,,,114.88,0.17%,47.58%
8/17/09,,,0.7098,0.91%,-27.46%,,,0.6126,1.26%,4.46%,,,48.82,1.33%,13.24%,,,114.73,-0.13%,47.45%
8/18/09,,,0.7105,0.10%,-27.36%,,,0.6091,-0.57%,3.89%,,,48.79,-0.06%,13.18%,,,114.56,-0.15%,47.30%
8/19/09,,,0.7012,-1.31%,-28.67%,,,0.604,-0.84%,3.05%,,,48.7,-0.18%,12.99%,,,114.6,0.03%,47.33%
8/20/09,,,0.7025,0.19%,-28.48%,,,0.6063,0.38%,3.43%,,,48.58,-0.25%,12.75%,,,114.65,0.04%,47.38%
8/21/09,,,0.6991,-0.48%,-28.97%,,,0.606,-0.05%,3.39%,,,48.43,-0.31%,12.44%,,,114.73,0.07%,47.45%
8/24/09,,,0.6983,-0.11%,-29.08%,,,0.6091,0.51%,3.90%,,,48.5,0.15%,12.58%,,,114.73,0.00%,47.45%
8/25/09,,,0.6969,-0.20%,-29.28%,,,0.6086,-0.08%,3.81%,,,48.755,0.53%,13.11%,,,114.69,-0.03%,47.41%
8/26/09,,,0.7027,0.83%,-28.45%,,,0.616,1.22%,5.03%,,,48.9,0.30%,13.41%,,,114.75,0.05%,47.46%
8/27/09,,,0.7007,-0.28%,-28.74%,,,0.6168,0.13%,5.16%,,,48.81,-0.18%,13.22%,,,114.71,-0.03%,47.43%
8/28/09,,,0.6965,-0.60%,-29.34%,,,0.6123,-0.73%,4.43%,,,48.52,-0.59%,12.63%,,,114.65,-0.05%,47.38%
8/31/09,,,0.6967,0.03%,-29.31%,,,0.613,0.11%,4.55%,,,48.83,0.64%,13.27%,,,114.7,0.04%,47.42%
9/1/09,,,0.7025,0.83%,-28.47%,,,0.6185,0.90%,5.44%,,,49.05,0.45%,13.72%,,,114.65,-0.04%,47.38%
9/2/09,,,0.702,-0.07%,-28.55%,,,0.6147,-0.61%,4.83%,,,48.88,-0.35%,13.37%,,,114.75,0.09%,47.46%
9/3/09,,,0.7004,-0.23%,-28.77%,,,0.6115,-0.52%,4.31%,,,48.87,-0.02%,13.35%,,,114.75,0.00%,47.46%
9/4/09,,,0.7004,0.00%,-28.77%,,,0.6106,-0.15%,4.16%,,,48.86,-0.02%,13.33%,,,114.75,0.00%,47.46%
9/8/09,,,0.6898,-1.51%,-30.29%,,,0.6056,-0.82%,3.34%,,,48.4,-0.94%,12.39%,,,114.8,0.04%,47.51%
9/9/09,,,0.6862,-0.52%,-30.81%,,,0.604,-0.26%,3.08%,,,48.33,-0.15%,12.24%,,,114.75,-0.04%,47.46%
9/10/09,,,0.6864,0.03%,-30.78%,,,0.6006,-0.56%,2.51%,,,48.45,0.25%,12.49%,,,114.75,0.00%,47.46%
9/11/09,,,0.6856,-0.12%,-30.90%,,,0.599,-0.27%,2.25%,,,48.39,-0.12%,12.37%,,,114.8,0.04%,47.51%
9/14/09,,,0.6843,-0.19%,-31.09%,,,0.6028,0.63%,2.88%,,,48.67,0.58%,12.95%,,,114.8,0.00%,47.51%
9/15/09,,,0.6841,-0.03%,-31.11%,,,0.6084,0.93%,3.81%,,,48.5,-0.35%,12.60%,,,114.8,0.00%,47.51%
9/16/09,,,0.6804,-0.54%,-31.66%,,,0.606,-0.39%,3.42%,,,48.2,-0.62%,11.98%,,,114.8,0.00%,47.51%
9/17/09,,,0.6787,-0.25%,-31.91%,,,0.6053,-0.12%,3.30%,,,48.1,-0.21%,11.77%,,,114.8,0.00%,47.51%
9/18/09,,,0.6801,0.21%,-31.70%,,,0.6148,1.57%,4.87%,,,48.02,-0.17%,11.61%,,,114.75,-0.04%,47.46%
9/21/09,,,0.6806,0.07%,-31.63%,,,0.6162,0.23%,5.10%,,,47.95,-0.15%,11.46%,,,114.75,0.00%,47.46%
9/22/09,,,0.6759,-0.69%,-32.32%,,,0.6105,-0.93%,4.17%,,,47.86,-0.19%,11.27%,,,114.8,0.04%,47.51%
9/23/09,,,0.6779,0.30%,-32.02%,,,0.6096,-0.15%,4.03%,,,47.9,0.08%,11.36%,,,114.78,-0.02%,47.49%
9/24/09,,,0.6805,0.38%,-31.64%,,,0.6224,2.10%,6.13%,,,47.89,-0.02%,11.34%,,,114.75,-0.03%,47.46%
9/25/09,,,0.6811,0.09%,-31.55%,,,0.6263,0.63%,6.75%,,,47.93,0.08%,11.42%,,,114.78,0.03%,47.49%
9/28/09,,,0.6826,0.22%,-31.33%,,,0.6285,0.35%,7.10%,,,47.75,-0.38%,11.04%,,,114.75,-0.03%,47.46%
9/29/09,,,0.6871,0.66%,-30.67%,,,0.628,-0.08%,7.02%,,,48.05,0.63%,11.67%,,,114.77,0.02%,47.48%
9/30/09,,,0.6835,-0.52%,-31.19%,,,0.6248,-0.51%,6.51%,,,48.09,0.08%,11.75%,,,114.77,0.00%,47.48%
10/1/09,,,0.6881,0.67%,-30.52%,,,0.627,0.35%,6.87%,,,47.72,-0.77%,10.99%,,,114.78,0.01%,47.49%
10/2/09,,,0.6854,-0.39%,-30.91%,,,0.6298,0.45%,7.31%,,,47.61,-0.23%,10.75%,,,114.75,-0.03%,47.46%
10/5/09,,,0.6827,-0.39%,-31.31%,,,0.6279,-0.30%,7.01%,,,47.39,-0.46%,10.29%,,,114.78,0.03%,47.49%
10/6/09,,,0.6782,-0.66%,-31.97%,,,0.6288,0.14%,7.15%,,,46.79,-1.27%,9.03%,,,114.8,0.02%,47.51%
10/7/09,,,0.6814,0.47%,-31.49%,,,0.629,0.03%,7.19%,,,46.58,-0.45%,8.58%,,,114.8,0.00%,47.51%
10/8/09,,,0.6767,-0.69%,-32.18%,,,0.6215,-1.19%,5.99%,,,46.2,-0.82%,7.76%,,,114.78,-0.02%,47.49%
10/9/09,,,0.6796,0.43%,-31.75%,,,0.6291,1.22%,7.22%,,,46.44,0.52%,8.28%,,,114.79,0.01%,47.50%
10/13/09,,,0.6739,-0.84%,-32.59%,,,0.6291,0.00%,7.22%,,,46.28,-0.35%,7.94%,,,114.78,-0.01%,47.49%
10/14/09,,,0.6712,-0.40%,-32.99%,,,0.626,-0.49%,6.72%,,,46,-0.61%,7.33%,,,114.78,0.00%,47.49%
10/15/09,,,0.6691,-0.31%,-33.31%,,,0.6154,-1.69%,5.03%,,,46.04,0.09%,7.42%,,,114.78,0.00%,47.49%
10/16/09,,,0.6716,0.37%,-32.93%,,,0.6116,-0.62%,4.41%,,,46.2,0.35%,7.77%,,,114.78,0.00%,47.49%
10/19/09,,,0.669,-0.39%,-33.32%,,,0.6098,-0.29%,4.12%,,,46.02,-0.39%,7.38%,,,114.78,0.00%,47.49%
10/20/09,,,0.6709,0.28%,-33.04%,,,0.6105,0.11%,4.23%,,,46.24,0.48%,7.85%,,,114.78,0.00%,47.49%
10/21/09,,,0.6663,-0.69%,-33.72%,,,0.602,-1.39%,2.84%,,,46.34,0.22%,8.07%,,,114.8,0.02%,47.51%
10/22/09,,,0.6665,0.03%,-33.69%,,,0.6026,0.10%,2.94%,,,46.59,0.54%,8.61%,,,114.8,0.00%,47.51%
10/23/09,,,0.6654,-0.17%,-33.86%,,,0.6116,1.49%,4.44%,,,46.41,-0.39%,8.22%,,,114.75,-0.04%,47.46%
10/26/09,,,0.6693,0.59%,-33.27%,,,0.6116,0.00%,4.44%,,,46.68,0.58%,8.81%,,,114.8,0.04%,47.51%
10/27/09,,,0.6747,0.81%,-32.46%,,,0.6122,0.10%,4.53%,,,46.93,0.54%,9.34%,,,114.82,0.02%,47.52%
